title,type,episodes,status,picture,duration,score,synonyms,tags,year
2.43: Seiin Koukou Danshi Volley-bu,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/1907/110083.jpg,1380,6.377486883027256,"['2.43 Seiin High School Boys Volleyball Team', '2.43 Seiin Koukou Danshi Baree-bu', '2.43 Seiin Koukou Danshi Volley-bu', '2.43 Seiin Volley Bu', '2.43 Seīn Kōkō Danshi Volley-bu', '2.43 清阴高校男子排球部', '2.43 清陰高校男子バレー部', '2.43: Seiin High School Boys Volleyball Club', '2.43: Seiin High School Boys Volleyball Team', ""2.43: Seiin High School Boys' Volleyball Club"", '2.43: Seiin High School Boys` Volleyball Club', '2.43: Seiin Koukou Danshi Volley Bu', '2.43: Мужская волейбольная команда школы Сэйин', '2.43\u3000清陰高校男子バレー部']","['asia', 'athletics', 'based on a light novel', 'childhood friends', 'coming of age', 'cute boys doing cute things', 'drama', 'earth', 'educational', 'ensemble cast', 'ganbatte', 'japan', 'japanese production', 'male protagonist', 'multi-anime projects', 'noitamina', 'novel', 'place', 'predominantly male cast', 'present', 'primarily male cast', 'primarily teen cast', 'school', 'school club', 'school clubs', 'school life', 'slice of life', 'sports', 'suicide', 'team sport', 'team sports', 'time', 'time skip', 'tournaments', 'training', 'trains', 'urban', 'volleyball']",2021
2.5-jigen no Ririsa,TV,24,FINISHED,https://cdn.myanimelist.net/images/anime/1779/143584.jpg,1440,7.3870803270803265,"['2-5 Jigen no Ririsa', '2.5 Dimensional Seduction', '2.5 Dimensional Seduction: La seduzione a 2.5 dimensioni di Ririsa', '2.5 Jigen no Ririsa', '2.5 Jigen no Yuuwaku', '2.5 Seducción Dimensional', '2.5 มิติ ริริสะ', '2.5-jigen no Yuuwaku', '2.5次元の誘惑', '2.5次元の誘惑〈りりさ〉', '2.5次元的诱惑', 'Nigoriri', 'Nitengo Jigen no Ririsa', 'Ririsa of 2.5 Dimension', 'Ririsa, Uma Garota em 2.5D', 'Ririsa, uma Garota em 2.5D', 'Ririsa, una chica en 2.5D', 'nigoriri', 'にごリリ']","['based on a manga', 'club', 'comedy', 'cosplay', 'cosplaying', 'crossdressing', 'ecchi', 'female harem', 'gyaru', 'harem', 'heterosexual', 'high school', 'japanese production', 'lgbtq+ themes', 'love polygon', 'love triangle', 'male protagonist', 'manga', 'nudity', 'otaku', 'otaku culture', 'photography', 'present', 'primarily female cast', 'romance', 'romantic comedy', 'school', 'school club', 'school clubs', 'school life', 'shounen', 'slapstick', 'slice of life', 'tsundere', 'unrequited love', 'unrequited shoujo ai']",2024
21 Emon & Doraemon: Youkoso!! Hotel Tsuzureya e,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1618/145513.jpg,0,0.0,"['21 Emon & Doraemon: Welcome to Hotel Tsuzureya', '21エモン＆ドラえもん ようこそ！！ホテルつづれ屋へ']","['crossover', 'family friendly', 'kids', 'sci fi', 'sci-fi']",2012
22/7,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/1485/108385.jpg,1440,6.789259597545312,"['22/7 (Nanabun no Nijyuuni)', '22/7 (nanabun no nijyuuni)', '22/7 （ナナブンノニジュウニ）', '22/7(Nanabun no Nijyuuni)', '22/7(ナナブンノニジュウニ)', 'Ano Hi no Kanojo-tachi', 'Nanabun no Nijuuni', 'Nanabun no Nijyuuni', 'The Diary of Our Days', 'nanabun no nijyuuni', 'あの日の彼女たち', 'ナナブンノニジュウニ']","['asia', 'band', 'cgi', 'comedy', 'cute girls doing cute things', 'dancing', 'dialogue driven', 'diva', 'drama', 'earth', 'ensemble cast', 'entertainment industry', 'female protagonist', 'friendship', 'ganbatte', 'heroine of strong character', 'heroine of weak character', 'idol', 'idols', 'idols (female)', 'japan', 'japanese production', 'moe', 'music', 'mystery', 'narration', 'occupation and career', 'performance', 'place', 'present', 'primarily female cast', 'reluctant heroine', 'season', 'showbiz', 'slice of life', 'spring', 'stoic heroine', 'storytelling', 'the arts', 'time', 'tokyo']",2020
23 Hao Niu Nai Tang,TV,26,FINISHED,https://cdn.myanimelist.net/images/anime/1789/118289.jpg,720,0.0,['23号牛乃糖'],"['chinese animation', 'family friendly', 'kids', 'short episodes']",2020
26 Ge Mimi,TV,26,FINISHED,https://cdn.myanimelist.net/images/anime/1412/122538.jpg,1380,0.0,"['26个秘密', 'The Mysteries of Providence']","['adventure', 'animal protagonists', 'anthropomorphic', 'chinese animation', 'family friendly', 'kids', 'mystery', 'non-human protagonists', 'pigs']",2005
3 Choume no Tama: Uchi no Tama Shirimasen ka?,TV,36,FINISHED,https://cdn.myanimelist.net/images/anime/9/74055.jpg,1380,6.224242424242424,"['3 Choume no Tama: Uchi no Tama Shirimasenka?', '3丁目のタマ うちのタマ知りませんか?', 'San Choume no Tama Uchi no Tama Shirimasenka?', 'Sanchome no Tama: Uchi no Tama Shirimasenka?', 'TAMA of the 3rd District -Have You Seen My TAMA?', 'Tama & Friends', 'Tama and Friends', 'Tama of Third Street: Have You Seen My Tama?', 'Teo and Friends']","['adventure', 'pets']",1988
3-gatsu no Lion,TV,22,FINISHED,https://cdn.myanimelist.net/images/anime/3/82899.jpg,1500,8.211582179349756,"['3月のライオン', '3月的狮子', '3月的獅子', '3월의 라이온', 'Jucătorul de shogi', 'March Comes In Like a Lion', 'March Comes in Like a Lion', 'March Comes in like a Lion', 'March comes in like a lion', 'Sangatsu no Lion', 'Un marzo da leoni', 'sangatsu (2016)', 'Март месец връхлита като лъв', 'Март месец те връхлита като лъв', 'Мартовский лев', 'מרץ מגיע כאריה', 'أسد آذار', 'شهر مارس يحل كالأسد', 'さんがつのらいおん', '３月のライオン']","['adapted into japanese movie', 'adapted into other media', 'aim for the top', 'angst', 'anthropomorphism', 'asia', 'based on a manga', 'board game', 'board games', 'brain games and gambling', 'bullying', 'childcare', 'comedy', 'coming of age', 'competition', 'daily life', 'death of a loved one', 'dialogue driven', 'drama', 'dysfunctional family', 'earth', 'estranged family', 'family life', 'following one`s dream', 'food', 'found family', 'friendship', 'funny expressions', 'game', 'ganbatte', 'genius', 'hard work and guts', 'hero of weak character', 'high school', 'iyashikei', 'japan', 'japanese production', 'lifestyle change', 'loneliness', 'male protagonist', 'manga', 'melancholy', 'mental illness', 'multi-segment episodes', 'narration', 'orphans', 'philosophy', 'place', 'present', 'primarily adult cast', 'psychological', 'psychological drama', 'rehabilitation', 'rivalry', 'school', 'school life', 'seinen', 'shogi', 'shougi', 'sibling rivalry', 'slice of life', 'sports', 'storytelling', 'strategy game', 'time', 'tokyo', 'tone changes', 'tournament', 'tragedy', 'trains']",2016
3-gatsu no Lion 2nd Season,TV,22,FINISHED,https://cdn.myanimelist.net/images/anime/3/88469.jpg,1500,8.694350855493713,"['3-gatsu no Lion (2017)', '3-gatsu no Lion 2', '3-gatsu no Lion S2', '3gatsunolion s2', '3月のライオン', '3月のライオン (2017)', '3月のライオン 第2シリーズ', '3月的狮子 第二季', '3月的獅子 第二季', '3월의 라이온 2기', 'March Come in Like a Lion Staffel 2', 'March Comes In Like A Lion 2nd Season', 'March Comes In Like a Lion', 'March Comes In Like a Lion (2017)', 'March Comes In Like a Lion 2nd Season', 'March Comes in Like a Lion (S2)', 'March Comes in Like a Lion Saison 2', 'March Comes in Like a Lion Season 2', 'March Comes in Like a Lion Temporada 2', 'March Comes in like a Lion 2nd Season', 'March Comes in like a Lion Saison 2', 'March Comes in like a Lion Temporada 2', 'March comes in like a lion Season 2', 'Sangatsu no Lion', 'Sangatsu no Lion (2017)', 'Sangatsu no Lion 2', 'Sangatsu no Lion 2nd Season', 'Sangatsu no Lion S2', 'Sangatsu no Lion Second Season', 'lion s2', 'sangatsu2', 'Мартовский лев 2', 'מרץ מגיע כאריה 2', 'מרץ מגיע כאריה עונה 2', 'さんがつのらいおん', '３月のライオン 2']","['age gap', 'aim for the top', 'asia', 'awards', 'based on a manga', 'board game', 'board games', 'brain games and gambling', 'bullying', 'childcare', 'comedy', 'coming of age', 'competition', 'crunchyroll anime awards', 'daily life', 'description needs improvement', 'disability', 'drama', 'dysfunctional family', 'earth', 'emotional abuse', 'family life', 'following one`s dream', 'food', 'found family', 'friendship', 'funny expressions', 'game', 'ganbatte', 'genius', 'hard work and guts', 'hero of weak character', 'high school', 'iyashikei', 'japan', 'japanese production', 'kyoto', 'male protagonist', 'manga', 'melancholy', 'melodrama', 'middle school', 'multi-segment episodes', 'orphans', 'philosophy', 'place', 'present', 'primarily adult cast', 'psychological', 'psychological drama', 'rehabilitation', 'rivalry', 'school', 'school club', 'school life', 'seinen', 'sequel', 'shogi', 'shougi', 'slice of life', 'sports', 'strategy game', 'time', 'tokyo', 'tone changes', 'tournament', 'tragedy']",2017
30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/1762/139690.jpg,1380,7.475905998763142,"['#CherryMaho', '30-sai made Doutei da to Mahou Tsukai ni Nareru Rashii', '30-sai made Doutei da to Mahou Tsukai ni Nareru rashii', '30-sai made Doutei da to Mahou Tsukai ni Narerurashii', '30-sai made Dōtei da to Mahō Tsukai ni Nareru rashī', '30歳まで童貞だと魔法使いになれるらしい', 'Cherimaho', 'Cherry Magic ! Thirty Years of Virginity Can Make You a Wizard ?!', 'Cherry Magic! 30 ยังซิงกับเวทมนตร์ปิ๊งรัก', 'Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!', 'Cherry Magic! Wenn du mit 30 noch Jungfrau bist, wirst du zum Zauberer', 'Cherry Mahou', 'CherryMaho', 'cherimaho', 'Оказывается, можно стать волшебником, если хранить девственность до 30 лет', 'チェリまほ', '到了30岁还是处男，似乎会变成魔法师', '如果 30 歲還是處男，似乎就能成為魔法師', '如果30歲還是處男，似乎就能成為魔法師']","['adult cast', 'adult couples', 'age gap', 'asia', 'based on a manga', 'bisexual', 'bishounen', 'bl', 'boys love', ""boys' love"", 'chibi', 'cohabitation', 'comedy', 'coworkers', 'cute boys doing cute things', 'daily life', 'dancing', 'delinquents', 'earth', 'fantasy', 'fitness', 'japan', 'japanese production', 'josei', 'lgbtq+ themes', 'magic', 'male protagonist', 'manga', 'marriage', 'mature romance', 'motorcycles', 'office', 'office lady', 'office worker', 'place', 'preaired episodes', 'predominantly adult cast', 'predominantly male cast', 'present', 'primarily adult cast', 'primarily male cast', 'psychic powers', 'romance', 'romantic comedy', 'salaryman', 'shoujo', 'shounen ai', 'shounen-ai', 'slice of life', 'super power', 'supernatural', 'time', 'travel', 'tsundere', 'unrequited love', 'unrequited shounen ai', 'urban', 'urban fantasy', 'work', 'work life', 'working life', 'workplace', 'writing']",2024
30-sai made Doutei dato Mahoutsukai ni Nareru Rashii Movie,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1079/146486.jpg,3600,7.247614100185528,"['30-sai made Doutei da to Mahou Tsukai ni Nareru Rashii Tokubetsu Henshuuban', '30-sai made Doutei da to Mahou Tsukai ni Nareru Rashii: Tokubetsu-hen', '30-sai made Doutei da to Mahou Tsukai ni Nareru rashii: Tokubetsu Henshuu-ban', '30-sai made Doutei da to Mahou Tsukai ni Narerurashii Tokubetsu-hen', '30-sai made Doutei dato Mahoutsukai ni Nareru Rashii Tokubetsu Henshuu-ban', '30-sai made Dōtei da to Mahō Tsukai ni Nareru rashī: Tokubetsu Henshū-ban', '30歳まで童貞だと魔法使いになれるらしい 特別編', '30歳まで童貞だと魔法使いになれるらしい 特別編集版', 'Cherry Magic Movie', 'Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?! Movie', 'Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?! Special', 'Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?! Special Edition', 'CherryMaho', 'チェリまほ']","['adult cast', 'adult couples', 'based on a manga', 'bl', 'boys love', ""boys' love"", 'comedy', 'fantasy', 'japanese production', 'josei', 'lgbtq+ themes', 'magic', 'mature romance', 'office worker', 'present', 'romance', 'romantic comedy', 'salaryman', 'shounen ai', 'shounen-ai', 'slice of life', 'super power', 'supernatural', 'unrequited love', 'work life', 'working life', 'workplace']",2024
30-sai no Hoken Taiiku,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/2/81172.jpg,780,6.450046393143702,"['30-sai no Hoken Taīku', '30sai', '30岁的保健体育', '30歳の保健体育', ""A Thirty-Year Old's Health and Physical Education"", 'A Thirty-Year Old`s Health and Physical Education', 'Health and Physical Education for 30-Year-Olds', 'Sanjuu Sai no Hoken Taiiku', 'Sanjuu-sai no Hoken Taiiku', 'Здравно и физическо обучение за 30-годишните', 'Мне 30', 'и я девственник', 'さんじっさいのほけんたいいく']","['absurdist humour', 'adult cast', 'alcohol', 'asia', 'based on a light novel', 'bdsm', 'blackmail', 'bondage', 'borderline porn', 'celestial being', 'chibi', 'comedy', 'coming of age', 'cooking', 'cross-dressing', 'crossdressing', 'daily life', 'earth', 'ecchi', 'educational', 'engrish', 'female protagonist', 'gods', 'half-length episodes', 'heaven', 'immature', 'japan', 'japanese production', 'kuudere', 'male protagonist', 'meta', 'non-human protagonists', 'nudity', 'parody', 'place', 'plot continuity', 'pornography', 'predominantly adult cast', 'present', 'primarily adult cast', 'reverse trap', 'romance', 'romantic comedy', 'salaryman', 'seinen', 'sex', 'sex doll', 'sex toys', 'sexual content', 'sexual fantasies', 'shibari', 'short episodes', 'shoujo ai', 'shounen ai', 'sibling yin yang', 'slapstick', 'slice of life', 'spirit realm', 'sudden naked guy appearance', 'super deformed', 'supernatural', 'time', 'trap', 'tropes', 'tsukkomi', 'tv censoring', 'vulgar', 'wings', 'zettai ryouiki']",2011
3D Kanojo: Real Girl,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/1327/93616.jpg,1320,6.938878052764846,"['3D Girlfriend', '3D Kanojo', '3D Real Girl', '3D 여자친구: 리얼 걸', '3D彼女', '3D彼女 リアルガール', '3dkanojo', 'Real Girl', 'Three D Kanojo Real Girl', 'Реальная девушка', '３Ｄ彼女\u3000リアルガール']","['adapted into japanese movie', 'adapted into other media', 'asia', 'based on a manga', 'boy meets girl', 'character driven', 'comedy', 'coming of age', 'drama', 'earth', 'ending', 'facial distortion', 'female protagonist', 'first love', 'friendship', 'hero of weak character', 'heroine of strong character', 'heterosexual', 'high school', 'japan', 'japanese production', 'love triangle', 'male protagonist', 'manga', 'open-ended', 'otaku', 'otaku culture', 'place', 'playing video games', 'plot continuity', 'present', 'romance', 'romantic comedy', 'school', 'school clubs', 'school life', 'shoujo', 'show within a show', 'slice of life', 'time', 'tropes', 'video games']",2018
3D Kanojo: Real Girl 2nd Season,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/1237/113435.jpg,1320,7.755329262007834,"['3D Girlfriend 2nd Season', '3D Kanojo 2nd Season', '3D Kanojo: Real Girl', '3D Kanojo: Real Girl (2019)', '3D Kanojo: Real Girl 2', '3D Kanojo: Real Girl Season 2', '3D 그녀: 리얼 걸 (2019)', '3D彼女 リアルガール', '3D彼女 リアルガール (2019)', '3D彼女 リアルガール 2', '3D彼女 リアルガール 第2シーズン', '3D彼女 リアルガール(2)', '3D彼女 リアルガール(第2シーズン)', '3D彼女 リアルガール第2', '3D彼女 第二季', '3dkanojo s2', 'Real Girl', 'Real Girl (2019)', 'Real Girl (Cour 2)', 'Real Girl (Partie 2)', 'Real Girl 2', 'Real Girl 2nd Season', 'Real Girl Season 2', 'Реальная девушка 2', 'すりーでぃーかのじょりあるがーる', '三次元女友']","['asia', 'based on a manga', 'bullying', 'character driven', 'comedy', 'coming of age', 'drama', 'earth', 'hero of weak character', 'heroine of strong character', 'heterosexual', 'japan', 'japanese production', 'love triangle', 'male protagonist', 'manga', 'multiple couples', 'otaku', 'otaku culture', 'place', 'plot continuity', 'present', 'romance', 'romantic drama', 'school', 'school life', 'shoujo', 'show within a show', 'slice of life', 'time', 'time skip', 'tropes']",2019
